Ticker,Name,Sector,Asset Class,Market Value,Weight (%),Notional Value,Quantity,Price,Location,Exchange,Currency,FX Rate,Accrual Date
PEN,PENUMBRA INC,Health Care,Equity,"3,407,333.50",0.02,"3,407,333.50","10,550.00",322.97,United States,NYSE,USD,1.00,--
VIAV,VIAVI SOLUTIONS INC,Information Technology,Equity,"3,393,038.57",0.02,"3,393,038.57","63,887.00",53.11,United States,NASDAQ,USD,1.00,--
CHTR,CHARTER COMMUNICATIONS INC CLASS A,Communication,Equity,"3,390,680.00",0.02,"3,390,680.00","22,910.00",148.00,United States,NASDAQ,USD,1.00,--
PNR,PENTAIR,Industrials,Equity,"3,384,576.00",0.02,"3,384,576.00","45,200.00",74.88,United States,NYSE,USD,1.00,--
NYT,NEW YORK TIMES CLASS A,Communication,Equity,"3,376,058.00",0.02,"3,376,058.00","44,716.00",75.50,United States,NYSE,USD,1.00,--
UDR,UDR REIT INC,Real Estate,Equity,"3,372,660.82",0.02,"3,372,660.82","90,323.00",37.34,United States,NYSE,USD,1.00,--
FNF,FIDELITY NATIONAL FINANCIAL INC,Financials,Equity,"3,359,350.26",0.02,"3,359,350.26","70,294.00",47.79,United States,NYSE,USD,1.00,--
COO,COOPER INC,Health Care,Equity,"3,359,965.86",0.02,"3,359,965.86","55,647.00",60.38,United States,NASDAQ,USD,1.00,--
AVY,AVERY DENNISON CORP,Materials,Equity,"3,353,243.25",0.02,"3,353,243.25","21,075.00",159.11,United States,NYSE,USD,1.00,--
SAIA,SAIA INC,Industrials,Equity,"3,334,904.69",0.02,"3,334,904.69","7,261.00",459.29,United States,NASDAQ,USD,1.00,--
HL,HECLA MINING,Materials,Equity,"3,331,668.30",0.02,"3,331,668.30","171,294.00",19.45,United States,NYSE,USD,1.00,--
PNW,PINNACLE WEST CORP,Utilities,Equity,"3,315,157.56",0.02,"3,315,157.56","33,228.00",99.77,United States,NYSE,USD,1.00,--
TXRH,TEXAS ROADHOUSE INC,Consumer Discretionary,Equity,"3,303,585.48",0.02,"3,303,585.48","18,658.00",177.06,United States,NASDAQ,USD,1.00,--
EQH,EQUITABLE HOLDINGS INC,Financials,Equity,"3,304,101.64",0.02,"3,304,101.64","77,707.00",42.52,United States,NYSE,USD,1.00,--
GH,GUARDANT HEALTH INC,Health Care,Equity,"3,300,177.00",0.02,"3,300,177.00","33,450.00",98.66,United States,NASDAQ,USD,1.00,--
DKNG,DRAFTKINGS INC CLASS A,Consumer Discretionary,Equity,"3,301,289.60",0.02,"3,301,289.60","131,264.00",25.15,United States,NASDAQ,USD,1.00,--
DOCN,DIGITALOCEAN HOLDINGS INC,Information Technology,Equity,"3,280,622.40",0.02,"3,280,622.40","20,711.00",158.40,United States,NYSE,USD,1.00,--
ELS,EQUITY LIFESTYLE PROPERTIES REIT I,Real Estate,Equity,"3,268,699.80",0.02,"3,268,699.80","52,755.00",61.96,United States,NYSE,USD,1.00,--
FHN,FIRST HORIZON CORP,Financials,Equity,"3,251,276.68",0.02,"3,251,276.68","137,069.00",23.72,United States,NYSE,USD,1.00,--
IONS,IONIS PHARMACEUTICALS INC,Health Care,Equity,"3,243,644.80",0.02,"3,243,644.80","42,860.00",75.68,United States,NASDAQ,USD,1.00,--
MKC,MCCORMICK & CO NON-VOTING INC,Consumer Staples,Equity,"3,232,026.41",0.02,"3,232,026.41","69,491.00",46.51,United States,NYSE,USD,1.00,--
SWK,STANLEY BLACK & DECKER INC,Industrials,Equity,"3,228,216.22",0.02,"3,228,216.22","41,719.00",77.38,United States,NYSE,USD,1.00,--
FIVE,FIVE BELOW INC,Consumer Discretionary,Equity,"3,217,436.86",0.02,"3,217,436.86","14,969.00",214.94,United States,NASDAQ,USD,1.00,--
WBS,WEBSTER FINANCIAL CORP,Financials,Equity,"3,217,495.68",0.02,"3,217,495.68","44,912.00",71.64,United States,NYSE,USD,1.00,--
BLD,TOPBUILD CORP,Consumer Discretionary,Equity,"3,218,103.24",0.02,"3,218,103.24","7,789.00",413.16,United States,NYSE,USD,1.00,--
AGNC,AGNC INVESTMENT REIT CORP,Financials,Equity,"3,202,811.20",0.02,"3,202,811.20","303,584.00",10.55,United States,NASDAQ,USD,1.00,--
GDDY,GODADDY INC CLASS A,Information Technology,Equity,"3,189,179.01",0.02,"3,189,179.01","37,533.00",84.97,United States,NYSE,USD,1.00,--
CCK,CROWN HOLDINGS INC,Materials,Equity,"3,170,652.39",0.02,"3,170,652.39","31,959.00",99.21,United States,NYSE,USD,1.00,--
PL,PLANET LABS CLASS A,Industrials,Equity,"3,168,303.52",0.02,"3,168,303.52","73,613.00",43.04,United States,NYSE,USD,1.00,--
SF,STIFEL FINANCIAL CORP,Financials,Equity,"3,159,363.24",0.02,"3,159,363.24","42,108.00",75.03,United States,NYSE,USD,1.00,--
NTNX,NUTANIX INC CLASS A,Information Technology,Equity,"3,146,677.38",0.02,"3,146,677.38","69,097.00",45.54,United States,NASDAQ,USD,1.00,--
ARW,ARROW ELECTRONICS INC,Information Technology,Equity,"3,146,971.36",0.02,"3,146,971.36","14,689.00",214.24,United States,NYSE,USD,1.00,--
RVTY,REVVITY INC,Health Care,Equity,"3,144,879.40",0.02,"3,144,879.40","32,630.00",96.38,United States,NYSE,USD,1.00,--
CACI,CACI INTERNATIONAL INC CLASS A,Industrials,Equity,"3,133,478.70",0.02,"3,133,478.70","6,215.00",504.18,United States,NYSE,USD,1.00,--
ALLY,ALLY FINANCIAL INC,Financials,Equity,"3,119,406.51",0.02,"3,119,406.51","73,623.00",42.37,United States,NYSE,USD,1.00,--
CPT,CAMDEN PROPERTY TRUST REIT,Real Estate,Equity,"3,097,446.14",0.02,"3,097,446.14","29,786.00",103.99,United States,NYSE,USD,1.00,--
ALLE,ALLEGION PLC,Industrials,Equity,"3,097,920.22",0.02,"3,097,920.22","23,623.00",131.14,United States,NYSE,USD,1.00,--
CLX,CLOROX,Consumer Staples,Equity,"3,081,272.49",0.02,"3,081,272.49","33,797.00",91.17,United States,NYSE,USD,1.00,--
QXO,QXO INC,Industrials,Equity,"3,079,584.69",0.02,"3,079,584.69","176,683.00",17.43,United States,NYSE,USD,1.00,--
RIVN,RIVIAN AUTOMOTIVE INC CLASS A,Consumer Discretionary,Equity,"3,073,506.48",0.02,"3,073,506.48","211,674.00",14.52,United States,NASDAQ,USD,1.00,--
SCI,SERVICE,Consumer Discretionary,Equity,"3,067,245.24",0.02,"3,067,245.24","39,183.00",78.28,United States,NYSE,USD,1.00,--
CGNX,COGNEX CORP,Information Technology,Equity,"3,068,756.97",0.02,"3,068,756.97","46,433.00",66.09,United States,NASDAQ,USD,1.00,--
PINS,PINTEREST INC CLASS A,Communication,Equity,"3,052,012.37",0.02,"3,052,012.37","160,379.00",19.03,United States,NYSE,USD,1.00,--
DINO,HF SINCLAIR CORP,Energy,Equity,"3,017,674.49",0.02,"3,017,674.49","43,919.00",68.71,United States,NYSE,USD,1.00,--
APLD,APPLIED DIGITAL CORP,Information Technology,Equity,"3,012,888.42",0.02,"3,012,888.42","64,502.00",46.71,United States,NASDAQ,USD,1.00,--
SOLV,SOLVENTUM CORP,Health Care,Equity,"3,006,940.10",0.02,"3,006,940.10","40,405.00",74.42,United States,NYSE,USD,1.00,--
ALGN,ALIGN TECHNOLOGY INC,Health Care,Equity,"3,004,800.54",0.02,"3,004,800.54","18,718.00",160.53,United States,NASDAQ,USD,1.00,--
DT,DYNATRACE INC,Information Technology,Equity,"3,005,160.96",0.02,"3,005,160.96","80,958.00",37.12,United States,NYSE,USD,1.00,--
BBY,BEST BUY INC,Consumer Discretionary,Equity,"2,992,647.32",0.02,"2,992,647.32","52,799.00",56.68,United States,NYSE,USD,1.00,--
EHC,ENCOMPASS HEALTH CORP,Health Care,Equity,"2,989,270.70",0.02,"2,989,270.70","27,859.00",107.30,United States,NYSE,USD,1.00,--
BBIO,BRIDGEBIO PHARMA INC,Health Care,Equity,"2,981,099.70",0.02,"2,981,099.70","42,795.00",69.66,United States,NASDAQ,USD,1.00,--
LFUS,LITTELFUSE INC,Information Technology,Equity,"2,964,635.55",0.02,"2,964,635.55","6,445.00",459.99,United States,NASDAQ,USD,1.00,--
KNX,KNIGHT-SWIFT TRANSPORTATION HOLDIN,Industrials,Equity,"2,928,487.41",0.01,"2,928,487.41","43,047.00",68.03,United States,NYSE,USD,1.00,--
AR,ANTERO RESOURCES CORP,Energy,Equity,"2,926,724.40",0.01,"2,926,724.40","78,930.00",37.08,United States,NYSE,USD,1.00,--
AGX,ARGAN INC,Industrials,Equity,"2,911,035.39",0.01,"2,911,035.39","3,929.00",740.91,United States,NYSE,USD,1.00,--
TOST,TOAST INC CLASS A,Financials,Equity,"2,905,597.29",0.01,"2,905,597.29","125,947.00",23.07,United States,NYSE,USD,1.00,--
VMI,VALMONT INDS INC,Industrials,Equity,"2,907,355.62",0.01,"2,907,355.62","5,639.00",515.58,United States,NYSE,USD,1.00,--
ALSN,ALLISON TRANSMISSION HOLDINGS INC,Industrials,Equity,"2,907,403.05",0.01,"2,907,403.05","23,763.00",122.35,United States,NYSE,USD,1.00,--
EGP,EASTGROUP PROPERTIES REIT INC,Real Estate,Equity,"2,896,388.22",0.01,"2,896,388.22","14,318.00",202.29,United States,NYSE,USD,1.00,--
PODD,INSULET CORP,Health Care,Equity,"2,891,231.28",0.01,"2,891,231.28","19,446.00",148.68,United States,NASDAQ,USD,1.00,--
HUT,HUT CORP,Information Technology,Equity,"2,883,321.31",0.01,"2,883,321.31","26,363.00",109.37,United States,NASDAQ,USD,1.00,--
ELAN,ELANCO ANIMAL HEALTH INC,Health Care,Equity,"2,878,206.56",0.01,"2,878,206.56","133,004.00",21.64,United States,NYSE,USD,1.00,--
ARWR,ARROWHEAD PHARMACEUTICALS INC,Health Care,Equity,"2,867,485.27",0.01,"2,867,485.27","35,983.00",79.69,United States,NASDAQ,USD,1.00,--
OC,OWENS CORNING,Industrials,Equity,"2,845,145.00",0.01,"2,845,145.00","23,500.00",121.07,United States,NYSE,USD,1.00,--
GWRE,GUIDEWIRE SOFTWARE INC,Information Technology,Equity,"2,843,702.70",0.01,"2,843,702.70","22,998.00",123.65,United States,NYSE,USD,1.00,--
IVZ,INVESCO LTD,Financials,Equity,"2,841,659.48",0.01,"2,841,659.48","102,476.00",27.73,United States,NYSE,USD,1.00,--
LUMN,LUMEN TECHNOLOGIES INC,Communication,Equity,"2,841,917.98",0.01,"2,841,917.98","274,847.00",10.34,United States,NYSE,USD,1.00,--
AMH,AMERICAN HOMES RENT REIT CLASS A,Real Estate,Equity,"2,834,536.32",0.01,"2,834,536.32","90,387.00",31.36,United States,NYSE,USD,1.00,--
WTRG,ESSENTIAL UTILITIES INC,Utilities,Equity,"2,823,940.35",0.01,"2,823,940.35","75,285.00",37.51,United States,NYSE,USD,1.00,--
SWKS,SKYWORKS SOLUTIONS INC,Information Technology,Equity,"2,807,332.78",0.01,"2,807,332.78","41,863.00",67.06,United States,NASDAQ,USD,1.00,--
SJM,JM SMUCKER,Consumer Staples,Equity,"2,804,898.60",0.01,"2,804,898.60","27,993.00",100.20,United States,NYSE,USD,1.00,--
DCI,DONALDSON INC,Industrials,Equity,"2,801,932.80",0.01,"2,801,932.80","33,420.00",83.84,United States,NYSE,USD,1.00,--
NWSA,NEWS CORP CLASS A,Communication,Equity,"2,785,965.00",0.01,"2,785,965.00","106,132.00",26.25,United States,NASDAQ,USD,1.00,--
AES,AES CORP,Utilities,Equity,"2,761,137.00",0.01,"2,761,137.00","190,950.00",14.46,United States,NYSE,USD,1.00,--
WMS,ADVANCED DRAINAGE SYSTEMS INC,Industrials,Equity,"2,745,343.73",0.01,"2,745,343.73","19,597.00",140.09,United States,NYSE,USD,1.00,--
ENSG,ENSIGN GROUP INC,Health Care,Equity,"2,740,347.62",0.01,"2,740,347.62","15,287.00",179.26,United States,NASDAQ,USD,1.00,--
JKHY,JACK HENRY AND ASSOCIATES INC,Financials,Equity,"2,736,222.45",0.01,"2,736,222.45","20,415.00",134.03,United States,NASDAQ,USD,1.00,--
MOH,MOLINA HEALTHCARE INC,Health Care,Equity,"2,737,367.20",0.01,"2,737,367.20","14,654.00",186.80,United States,NYSE,USD,1.00,--
DAR,DARLING INGREDIENTS INC,Consumer Staples,Equity,"2,725,844.82",0.01,"2,725,844.82","43,419.00",62.78,United States,NYSE,USD,1.00,--
BMRN,BIOMARIN PHARMACEUTICAL INC,Health Care,Equity,"2,716,304.80",0.01,"2,716,304.80","51,020.00",53.24,United States,NASDAQ,USD,1.00,--
IT,GARTNER INC,Information Technology,Equity,"2,706,387.30",0.01,"2,706,387.30","19,242.00",140.65,United States,NYSE,USD,1.00,--
KTOS,KRATOS DEFENSE AND SECURITY SOLUTI,Industrials,Equity,"2,697,742.40",0.01,"2,697,742.40","49,184.00",54.85,United States,NASDAQ,USD,1.00,--
MUSA,MURPHY USA INC,Consumer Discretionary,Equity,"2,681,058.60",0.01,"2,681,058.60","4,653.00",576.20,United States,NYSE,USD,1.00,--
OGE,OGE ENERGY CORP,Utilities,Equity,"2,681,464.40",0.01,"2,681,464.40","56,440.00",47.51,United States,NYSE,USD,1.00,--
FORM,FORMFACTOR INC,Information Technology,Equity,"2,672,303.21",0.01,"2,672,303.21","20,879.00",127.99,United States,NASDAQ,USD,1.00,--
AUR,AURORA INNOVATION INC CLASS A,Information Technology,Equity,"2,663,408.00",0.01,"2,663,408.00","325,600.00",8.18,United States,NASDAQ,USD,1.00,--
SPXC,SPX TECHNOLOGIES INC,Industrials,Equity,"2,657,099.50",0.01,"2,657,099.50","13,057.00",203.50,United States,NYSE,USD,1.00,--
RRC,RANGE RESOURCES CORP,Energy,Equity,"2,649,302.46",0.01,"2,649,302.46","63,854.00",41.49,United States,NYSE,USD,1.00,--
AXSM,AXSOME THERAPEUTICS INC,Health Care,Equity,"2,649,503.89",0.01,"2,649,503.89","11,407.00",232.27,United States,NASDAQ,USD,1.00,--
BPOP,POPULAR INC,Financials,Equity,"2,641,736.76",0.01,"2,641,736.76","18,239.00",144.84,United States,NASDAQ,USD,1.00,--
DPZ,DOMINOS PIZZA INC,Consumer Discretionary,Equity,"2,636,678.73",0.01,"2,636,678.73","8,673.00",304.01,United States,NASDAQ,USD,1.00,--
ESI,ELEMENT SOLUTIONS INC,Materials,Equity,"2,627,190.72",0.01,"2,627,190.72","60,312.00",43.56,United States,NYSE,USD,1.00,--
MEDP,MEDPACE HOLDINGS INC,Health Care,Equity,"2,618,135.82",0.01,"2,618,135.82","6,246.00",419.17,United States,NASDAQ,USD,1.00,--
FRT,FEDERAL REALTY INVESTMENT TRUST RE,Real Estate,Equity,"2,612,169.00",0.01,"2,612,169.00","22,950.00",113.82,United States,NYSE,USD,1.00,--
CYTK,CYTOKINETICS INC,Health Care,Equity,"2,604,084.96",0.01,"2,604,084.96","33,114.00",78.64,United States,NASDAQ,USD,1.00,--
ACM,AECOM,Industrials,Equity,"2,590,861.00",0.01,"2,590,861.00","36,491.00",71.00,United States,NYSE,USD,1.00,--
R,RYDER SYSTEM INC,Industrials,Equity,"2,588,103.06",0.01,"2,588,103.06","11,201.00",231.06,United States,NYSE,USD,1.00,--
CTRE,CARETRUST REIT INC,Real Estate,Equity,"2,578,317.63",0.01,"2,578,317.63","61,491.00",41.93,United States,NYSE,USD,1.00,--
WTFC,WINTRUST FINANCIAL CORP,Financials,Equity,"2,567,530.23",0.01,"2,567,530.23","17,527.00",146.49,United States,NASDAQ,USD,1.00,--
GTLS,CHART INDUSTRIES INC,Industrials,Equity,"2,563,970.01",0.01,"2,563,970.01","12,369.00",207.29,United States,NYSE,USD,1.00,--
HUBS,HUBSPOT INC,Information Technology,Equity,"2,554,863.96",0.01,"2,554,863.96","13,926.00",183.46,United States,NYSE,USD,1.00,--
CNH,CNH INDUSTRIAL N.V. NV,Industrials,Equity,"2,546,331.48",0.01,"2,546,331.48","238,644.00",10.67,United States,NYSE,USD,1.00,--
UMBF,UMB FINANCIAL CORP,Financials,Equity,"2,544,018.34",0.01,"2,544,018.34","19,997.00",127.22,United States,NASDAQ,USD,1.00,--
SSB,SOUTHSTATE BANK CORP,Financials,Equity,"2,537,130.54",0.01,"2,537,130.54","27,202.00",93.27,United States,NYSE,USD,1.00,--
COKE,COCA COLA CONSOLIDATED INC,Consumer Staples,Equity,"2,537,577.61",0.01,"2,537,577.61","15,527.00",163.43,United States,NASDAQ,USD,1.00,--
CNM,CORE & MAIN INC CLASS A,Industrials,Equity,"2,530,172.37",0.01,"2,530,172.37","52,679.00",48.03,United States,NYSE,USD,1.00,--
AYI,ACUITY INC,Industrials,Equity,"2,530,856.98",0.01,"2,530,856.98","8,747.00",289.34,United States,NYSE,USD,1.00,--
SEIC,SEI INVESTMENTS,Financials,Equity,"2,524,409.30",0.01,"2,524,409.30","27,529.00",91.70,United States,NASDAQ,USD,1.00,--
ORI,OLD REPUBLIC INTERNATIONAL CORP,Financials,Equity,"2,516,248.80",0.01,"2,516,248.80","64,272.00",39.15,United States,NYSE,USD,1.00,--
BXP,BXP INC,Real Estate,Equity,"2,516,589.68",0.01,"2,516,589.68","42,683.00",58.96,United States,NYSE,USD,1.00,--
FCFS,FIRSTCASH HOLDINGS INC,Financials,Equity,"2,516,709.33",0.01,"2,516,709.33","11,061.00",227.53,United States,NASDAQ,USD,1.00,--
AHR,AMERICAN HEALTHCARE REIT INC,Real Estate,Equity,"2,516,803.96",0.01,"2,516,803.96","49,214.00",51.14,United States,NYSE,USD,1.00,--
AAON,AAON INC,Industrials,Equity,"2,514,820.00",0.01,"2,514,820.00","17,963.00",140.00,United States,NASDAQ,USD,1.00,--
RBRK,RUBRIK INC CLASS A,Information Technology,Equity,"2,512,690.80",0.01,"2,512,690.80","40,011.00",62.80,United States,NYSE,USD,1.00,--
MDGL,MADRIGAL PHARMACEUTICALS INC,Health Care,Equity,"2,508,328.94",0.01,"2,508,328.94","4,646.00",539.89,United States,NASDAQ,USD,1.00,--
UHS,UNIVERSAL HEALTH SERVICES INC CLAS,Health Care,Equity,"2,505,435.60",0.01,"2,505,435.60","14,680.00",170.67,United States,NYSE,USD,1.00,--
DOCU,DOCUSIGN INC,Information Technology,Equity,"2,501,635.50",0.01,"2,501,635.50","54,981.00",45.50,United States,NASDAQ,USD,1.00,--
ENS,ENERSYS,Industrials,Equity,"2,497,663.49",0.01,"2,497,663.49","10,423.00",239.63,United States,NYSE,USD,1.00,--
TTD,TRADE DESK INC CLASS A,Communication,Equity,"2,499,184.09",0.01,"2,499,184.09","122,449.00",20.41,United States,NASDAQ,USD,1.00,--
CR,CRANE,Industrials,Equity,"2,490,181.32",0.01,"2,490,181.32","13,893.00",179.24,United States,NYSE,USD,1.00,--
GFS,GLOBALFOUNDRIES INC,Information Technology,Equity,"2,488,629.52",0.01,"2,488,629.52","33,703.00",73.84,United States,NASDAQ,USD,1.00,--
BAX,BAXTER INTERNATIONAL INC,Health Care,Equity,"2,478,229.74",0.01,"2,478,229.74","139,383.00",17.78,United States,NYSE,USD,1.00,--
FLS,FLOWSERVE CORP,Industrials,Equity,"2,472,932.28",0.01,"2,472,932.28","36,372.00",67.99,United States,NYSE,USD,1.00,--
MOGA,MOOG INC CLASS A,Industrials,Equity,"2,462,701.28",0.01,"2,462,701.28","7,852.00",313.64,United States,NYSE,USD,1.00,--
AMKR,AMKOR TECHNOLOGY INC,Information Technology,Equity,"2,460,503.79",0.01,"2,460,503.79","34,131.00",72.09,United States,NASDAQ,USD,1.00,--
PRI,PRIMERICA INC,Financials,Equity,"2,452,177.00",0.01,"2,452,177.00","9,100.00",269.47,United States,NYSE,USD,1.00,--
BAH,BOOZ ALLEN HAMILTON HOLDING CORP C,Industrials,Equity,"2,441,425.98",0.01,"2,441,425.98","33,271.00",73.38,United States,NYSE,USD,1.00,--
VNOM,VIPER ENERGY INC CLASS A,Energy,Equity,"2,438,753.96",0.01,"2,438,753.96","51,143.00",47.69,United States,NASDAQ,USD,1.00,--
U,UNITY SOFTWARE INC,Information Technology,Equity,"2,437,386.16",0.01,"2,437,386.16","89,347.00",27.28,United States,NYSE,USD,1.00,--
COLB,COLUMBIA BANKING SYSTEM INC,Financials,Equity,"2,437,984.64",0.01,"2,437,984.64","83,722.00",29.12,United States,NASDAQ,USD,1.00,--
BRX,BRIXMOR PROPERTY GROUP REIT INC,Real Estate,Equity,"2,421,541.86",0.01,"2,421,541.86","82,114.00",29.49,United States,NYSE,USD,1.00,--
SN,SHARKNINJA INC,Consumer Discretionary,Equity,"2,417,075.10",0.01,"2,417,075.10","22,653.00",106.70,United States,NYSE,USD,1.00,--
GME,GAMESTOP CORP CLASS A,Consumer Discretionary,Equity,"2,405,409.10",0.01,"2,405,409.10","111,310.00",21.61,United States,NYSE,USD,1.00,--
ZION,ZIONS BANCORPORATION,Financials,Equity,"2,398,732.71",0.01,"2,398,732.71","39,919.00",60.09,United States,NASDAQ,USD,1.00,--
IOT,SAMSARA INC CLASS A,Information Technology,Equity,"2,395,132.29",0.01,"2,395,132.29","85,571.00",27.99,United States,NYSE,USD,1.00,--
TTC,TORO,Industrials,Equity,"2,395,649.34",0.01,"2,395,649.34","26,779.00",89.46,United States,NYSE,USD,1.00,--
AFG,AMERICAN FINANCIAL GROUP INC,Financials,Equity,"2,393,212.67",0.01,"2,393,212.67","18,047.00",132.61,United States,NYSE,USD,1.00,--
PRAX,PRAXIS PRECISION MEDICINES INC,Health Care,Equity,"2,391,689.44",0.01,"2,391,689.44","6,922.00",345.52,United States,NASDAQ,USD,1.00,--
FOX,FOX CORP CLASS B,Communication,Equity,"2,392,110.60",0.01,"2,392,110.60","40,821.00",58.60,United States,NASDAQ,USD,1.00,--
CRUS,CIRRUS LOGIC INC,Information Technology,Equity,"2,390,002.68",0.01,"2,390,002.68","14,677.00",162.84,United States,NASDAQ,USD,1.00,--
CUBE,CUBESMART REIT,Real Estate,Equity,"2,382,522.56",0.01,"2,382,522.56","60,104.00",39.64,United States,NYSE,USD,1.00,--
BEN,FRANKLIN RESOURCES INC,Financials,Equity,"2,382,901.00",0.01,"2,382,901.00","73,660.00",32.35,United States,NYSE,USD,1.00,--
VSAT,VIASAT INC,Information Technology,Equity,"2,368,535.40",0.01,"2,368,535.40","31,878.00",74.30,United States,NASDAQ,USD,1.00,--
GMED,GLOBUS MEDICAL INC CLASS A,Health Care,Equity,"2,363,089.26",0.01,"2,363,089.26","30,606.00",77.21,United States,NYSE,USD,1.00,--
KEX,KIRBY CORP,Industrials,Equity,"2,360,867.40",0.01,"2,360,867.40","16,020.00",147.37,United States,NYSE,USD,1.00,--
CMC,COMMERCIAL METALS,Materials,Equity,"2,360,955.75",0.01,"2,360,955.75","32,453.00",72.75,United States,NYSE,USD,1.00,--
EMN,EASTMAN CHEMICAL,Materials,Equity,"2,358,970.97",0.01,"2,358,970.97","32,551.00",72.47,United States,NYSE,USD,1.00,--
SNEX,STONEX GROUP INC,Financials,Equity,"2,357,444.16",0.01,"2,357,444.16","20,432.00",115.38,United States,NASDAQ,USD,1.00,--
MP,MP MATERIALS CORP CLASS A,Materials,Equity,"2,354,924.57",0.01,"2,354,924.57","39,047.00",60.31,United States,NYSE,USD,1.00,--
SFM,SPROUTS FARMERS MARKET INC,Consumer Staples,Equity,"2,347,968.04",0.01,"2,347,968.04","26,999.00",86.97,United States,NASDAQ,USD,1.00,--
HALO,HALOZYME THERAPEUTICS INC,Health Care,Equity,"2,342,274.03",0.01,"2,342,274.03","33,843.00",69.21,United States,NASDAQ,USD,1.00,--
MTCH,MATCH GROUP INC,Communication,Equity,"2,307,979.35",0.01,"2,307,979.35","64,595.00",35.73,United States,NASDAQ,USD,1.00,--
AMG,AFFILIATED MANAGERS GROUP INC,Financials,Equity,"2,303,814.60",0.01,"2,303,814.60","7,626.00",302.10,United States,NYSE,USD,1.00,--
RIOT,RIOT PLATFORMS INC,Information Technology,Equity,"2,296,135.06",0.01,"2,296,135.06","93,263.00",24.62,United States,NASDAQ,USD,1.00,--
TIGO,MILLICOM INTERNATIONAL CELLULAR SA,Communication,Equity,"2,290,889.64",0.01,"2,290,889.64","28,054.00",81.66,Sweden,NASDAQ,USD,1.00,--
POWL,POWELL INDUSTRIES INC,Industrials,Equity,"2,281,400.36",0.01,"2,281,400.36","7,682.00",296.98,United States,NASDAQ,USD,1.00,--
REXR,REXFORD INDUSTRIAL REALTY REIT INC,Real Estate,Equity,"2,282,767.66",0.01,"2,282,767.66","64,741.00",35.26,United States,NYSE,USD,1.00,--
HLI,HOULIHAN LOKEY INC CLASS A,Financials,Equity,"2,271,345.57",0.01,"2,271,345.57","15,049.00",150.93,United States,NYSE,USD,1.00,--
ADC,AGREE REALTY REIT CORP,Real Estate,Equity,"2,270,520.08",0.01,"2,270,520.08","30,161.00",75.28,United States,NYSE,USD,1.00,--
AAL,AMERICAN AIRLINES GROUP INC,Industrials,Equity,"2,268,512.10",0.01,"2,268,512.10","178,623.00",12.70,United States,NASDAQ,USD,1.00,--
WULF,TERAWULF INC,Information Technology,Equity,"2,268,596.20",0.01,"2,268,596.20","93,860.00",24.17,United States,NASDAQ,USD,1.00,--
SM,SM ENERGY,Energy,Equity,"2,249,730.92",0.01,"2,249,730.92","71,716.00",31.37,United States,NYSE,USD,1.00,--
QBTS,D WAVE QUANTUM INC,Information Technology,Equity,"2,243,959.87",0.01,"2,243,959.87","101,399.00",22.13,United States,NYSE,USD,1.00,--
CRL,CHARLES RIVER LABORATORIES INTERNA,Health Care,Equity,"2,244,387.60",0.01,"2,244,387.60","14,105.00",159.12,United States,NYSE,USD,1.00,--
CHRD,CHORD ENERGY CORP,Energy,Equity,"2,241,869.12",0.01,"2,241,869.12","15,728.00",142.54,United States,NASDAQ,USD,1.00,--
CFR,CULLEN FROST BANKERS INC,Financials,Equity,"2,241,092.50",0.01,"2,241,092.50","16,570.00",135.25,United States,NYSE,USD,1.00,--
ONB,OLD NATIONAL BANCORP,Financials,Equity,"2,238,124.84",0.01,"2,238,124.84","94,876.00",23.59,United States,NASDAQ,USD,1.00,--
ORA,ORMAT TECH INC,Utilities,Equity,"2,238,446.70",0.01,"2,238,446.70","16,526.00",135.45,United States,NYSE,USD,1.00,--
OKLO,OKLO INC CLASS A,Utilities,Equity,"2,229,019.65",0.01,"2,229,019.65","33,165.00",67.21,United States,NYSE,USD,1.00,--
BLDR,BUILDERS FIRSTSOURCE INC,Industrials,Equity,"2,220,497.24",0.01,"2,220,497.24","30,178.00",73.58,United States,NYSE,USD,1.00,--
NOV,NOV INC,Energy,Equity,"2,219,284.80",0.01,"2,219,284.80","107,680.00",20.61,United States,NYSE,USD,1.00,--
ONON,ON HOLDING AG CLASS A,Consumer Discretionary,Equity,"2,216,847.00",0.01,"2,216,847.00","60,175.00",36.84,United States,NYSE,USD,1.00,--
JEF,JEFFERIES FINANCIAL GROUP INC,Financials,Equity,"2,214,421.95",0.01,"2,214,421.95","41,821.00",52.95,United States,NYSE,USD,1.00,--
SSD,SIMPSON MANUFACTURING INC,Industrials,Equity,"2,207,259.60",0.01,"2,207,259.60","11,890.00",185.64,United States,NYSE,USD,1.00,--
WAL,WESTERN ALLIANCE,Financials,Equity,"2,196,275.25",0.01,"2,196,275.25","28,925.00",75.93,United States,NYSE,USD,1.00,--
NNN,NNN REIT INC,Real Estate,Equity,"2,183,238.36",0.01,"2,183,238.36","49,914.00",43.74,United States,NYSE,USD,1.00,--
MANH,MANHATTAN ASSOCIATES INC,Information Technology,Equity,"2,179,912.60",0.01,"2,179,912.60","16,892.00",129.05,United States,NASDAQ,USD,1.00,--
VOYA,VOYA FINANCIAL INC,Financials,Equity,"2,179,927.68",0.01,"2,179,927.68","26,656.00",81.78,United States,NYSE,USD,1.00,--
