Ticker,Name,Sector,Asset Class,Market Value,Weight (%),Notional Value,Quantity,Price,Location,Exchange,Currency,FX Rate,Accrual Date
MNRO,MONRO INC,Consumer Discretionary,Equity,"141,706.56",0.00,"141,706.56","8,683.00",16.32,United States,NASDAQ,USD,1.00,--
TREE,LENDINGTREE INC,Financials,Equity,"141,941.28",0.00,"141,941.28","3,956.00",35.88,United States,NASDAQ,USD,1.00,--
SPFI,SOUTH PLAINS FINANCIAL INC,Financials,Equity,"142,086.63",0.00,"142,086.63","3,633.00",39.11,United States,NASDAQ,USD,1.00,--
MBUU,MALIBU BOATS CLASS A INC,Consumer Discretionary,Equity,"142,410.72",0.00,"142,410.72","5,228.00",27.24,United States,NASDAQ,USD,1.00,--
NUTX,NUTEX HEALTH INC,Health Care,Equity,"142,797.28",0.00,"142,797.28","1,117.00",127.84,United States,NASDAQ,USD,1.00,--
CLPT,CLEARPOINT NEURO INC,Health Care,Equity,"139,231.31",0.00,"139,231.31","10,903.00",12.77,United States,NASDAQ,USD,1.00,--
ONT,ONTERRIS INC,Industrials,Equity,"139,656.86",0.00,"139,656.86","9,194.00",15.19,United States,NYSE,USD,1.00,--
ARVN,ARVINAS INC,Health Care,Equity,"140,065.98",0.00,"140,065.98","14,869.00",9.42,United States,NASDAQ,USD,1.00,--
NGNE,NEUROGENE INC,Health Care,Equity,"140,433.57",0.00,"140,433.57","4,491.00",31.27,United States,NASDAQ,USD,1.00,--
FRST,PRIMIS FINANCIAL CORP,Financials,Equity,"140,649.32",0.00,"140,649.32","9,961.00",14.12,United States,NASDAQ,USD,1.00,--
OSPN,ONESPAN INC,Information Technology,Equity,"136,964.10",0.00,"136,964.10","11,245.00",12.18,United States,NASDAQ,USD,1.00,--
CTO,CTO REALTY GROWTH INC,Real Estate,Equity,"137,568.08",0.00,"137,568.08","6,851.00",20.08,United States,NYSE,USD,1.00,--
IHRT,IHEARTMEDIA INC CLASS A,Communication,Equity,"138,103.99",0.00,"138,103.99","28,983.00",4.76,United States,NASDAQ,USD,1.00,--
EVER,EVERQUOTE INC CLASS A,Communication,Equity,"138,230.46",0.00,"138,230.46","7,958.00",17.37,United States,NASDAQ,USD,1.00,--
VEL,VELOCITY FINANCIAL INC,Financials,Equity,"138,348.10",0.00,"138,348.10","7,997.00",17.30,United States,NYSE,USD,1.00,--
SABR,SABRE CORP,Consumer Discretionary,Equity,"138,445.92",0.00,"138,445.92","87,624.00",1.58,United States,NASDAQ,USD,1.00,--
TRAX,FIRST TRACKS BIOTHERAPEUTICS INC,Health Care,Equity,"135,001.44",0.00,"135,001.44","7,434.00",18.16,United States,NASDAQ,USD,1.00,--
EBF,ENNIS INC,Industrials,Equity,"135,125.64",0.00,"135,125.64","6,663.00",20.28,United States,NYSE,USD,1.00,--
SHBI,SHORE BANCSHARES INC,Financials,Equity,"135,255.30",0.00,"135,255.30","6,954.00",19.45,United States,NASDAQ,USD,1.00,--
UHT,UNIVERSAL HEALTH REALTY INCOME TRU,Real Estate,Equity,"135,690.04",0.00,"135,690.04","3,329.00",40.76,United States,NYSE,USD,1.00,--
IIIN,INSTEEL INDUSTRIES INC,Industrials,Equity,"135,702.75",0.00,"135,702.75","5,073.00",26.75,United States,NYSE,USD,1.00,--
OOMA,OOMA INC,Information Technology,Equity,"136,115.25",0.00,"136,115.25","7,275.00",18.71,United States,NYSE,USD,1.00,--
WTBA,WEST BANCORPORATION INC,Financials,Equity,"136,350.12",0.00,"136,350.12","5,862.00",23.26,United States,NASDAQ,USD,1.00,--
CBLL,CERIBELL INC,Health Care,Equity,"136,618.00",0.00,"136,618.00","8,300.00",16.46,United States,NASDAQ,USD,1.00,--
FFIC,FLUSHING FINANCIAL CORP,Financials,Equity,"136,725.16",0.00,"136,725.16","8,692.00",15.73,United States,NASDAQ,USD,1.00,--
CYRX,CRYOPORT INC,Health Care,Equity,"136,758.51",0.00,"136,758.51","10,337.00",13.23,United States,NASDAQ,USD,1.00,--
ALX,ALEXANDERS REIT INC,Real Estate,Equity,"133,390.86",0.00,"133,390.86",577.00,231.18,United States,NYSE,USD,1.00,--
IBTA,IBOTTA INC CLASS A,Communication,Equity,"133,802.66",0.00,"133,802.66","4,481.00",29.86,United States,NYSE,USD,1.00,--
CERT,CERTARA INC,Health Care,Equity,"134,722.64",0.00,"134,722.64","29,224.00",4.61,United States,NASDAQ,USD,1.00,--
MRVI,MARAVAI LIFESCIENCES HOLDINGS INC,Health Care,Equity,"131,089.53",0.00,"131,089.53","30,557.00",4.29,United States,NASDAQ,USD,1.00,--
ERII,ENERGY RECOVERY INC,Industrials,Equity,"131,153.30",0.00,"131,153.30","15,215.00",8.62,United States,NASDAQ,USD,1.00,--
SRTA,STRATA CRITICAL MEDICAL INC CLASS,Health Care,Equity,"131,208.89",0.00,"131,208.89","23,987.00",5.47,United States,NASDAQ,USD,1.00,--
CLDT,CHATHAM LODGING TRUST REIT,Real Estate,Equity,"131,728.14",0.00,"131,728.14","13,186.00",9.99,United States,NYSE,USD,1.00,--
MCFT,MASTERCRAFT BOAT HOLDINGS INC,Consumer Discretionary,Equity,"132,168.96",0.00,"132,168.96","5,364.00",24.64,United States,NASDAQ,USD,1.00,--
DSGN,DESIGN THERAPEUTICS INC,Health Care,Equity,"132,517.56",0.00,"132,517.56","9,114.00",14.54,United States,NASDAQ,USD,1.00,--
AVO,MISSION PRODUCE INC,Consumer Staples,Equity,"132,573.36",0.00,"132,573.36","10,726.00",12.36,United States,NASDAQ,USD,1.00,--
FSBW,FS BANCORP INC,Financials,Equity,"132,851.30",0.00,"132,851.30","3,313.00",40.10,United States,NASDAQ,USD,1.00,--
HIFS,HINGHAM INSTITUTION FOR SAVINGS,Financials,Equity,"129,093.96",0.00,"129,093.96",487.00,265.08,United States,NASDAQ,USD,1.00,--
ACIC,AMERICAN COASTAL INSURANCE CORP,Financials,Equity,"129,271.43",0.00,"129,271.43","12,161.00",10.63,United States,NASDAQ,USD,1.00,--
MCS,THE MARCUS CORP,Communication,Equity,"129,555.50",0.00,"129,555.50","7,450.00",17.39,United States,NYSE,USD,1.00,--
ZUMZ,ZUMIEZ INC,Consumer Discretionary,Equity,"130,768.42",0.00,"130,768.42","5,534.00",23.63,United States,NASDAQ,USD,1.00,--
GEVO,GEVO INC,Energy,Equity,"127,362.48",0.00,"127,362.48","75,811.00",1.68,United States,NASDAQ,USD,1.00,--
ONIT,ONITY GROUP INC,Financials,Equity,"127,443.24",0.00,"127,443.24","3,546.00",35.94,United States,NYSE,USD,1.00,--
ANNX,ANNEXON INC,Health Care,Equity,"127,736.19",0.00,"127,736.19","23,787.00",5.37,United States,NASDAQ,USD,1.00,--
TDUP,THREDUP INC CLASS A,Consumer Discretionary,Equity,"127,820.77",0.00,"127,820.77","30,182.00",4.24,United States,NASDAQ,USD,1.00,--
KRNY,KEARNY FINANCIAL CORP,Financials,Equity,"128,015.78",0.00,"128,015.78","16,022.00",7.99,United States,NASDAQ,USD,1.00,--
ABAT,AMERICAN BATTERY TECHNOLOGY COMPAN,Materials,Equity,"128,126.88",0.00,"128,126.88","37,464.00",3.42,United States,NASDAQ,USD,1.00,--
ASPI,ASP ISOTOPES INC,Materials,Equity,"128,651.25",0.00,"128,651.25","21,125.00",6.09,United States,NASDAQ,USD,1.00,--
FDMT,4D MOLECULAR THERAPEUTICS INC,Health Care,Equity,"125,146.17",0.00,"125,146.17","12,757.00",9.81,United States,NASDAQ,USD,1.00,--
TRTX,TPG RE FINANCE TRUST INC,Financials,Equity,"125,668.24",0.00,"125,668.24","15,251.00",8.24,United States,NYSE,USD,1.00,--
JMSB,JOHN MARSHALL BANCORP INC,Financials,Equity,"125,927.28",0.00,"125,927.28","6,031.00",20.88,United States,NASDAQ,USD,1.00,--
IPI,INTREPID POTASH INC,Materials,Equity,"126,056.91",0.00,"126,056.91","2,957.00",42.63,United States,NYSE,USD,1.00,--
CZNC,CITIZENS AND NORTHERN CORP,Financials,Equity,"123,252.12",0.00,"123,252.12","5,937.00",20.76,United States,NASDAQ,USD,1.00,--
BOW,BOWHEAD SPECIALTY HOLDINGS INC,Financials,Equity,"123,314.94",0.00,"123,314.94","4,522.00",27.27,United States,NYSE,USD,1.00,--
REPX,RILEY EXPLORATION PERMIAN INC,Energy,Equity,"123,473.72",0.00,"123,473.72","3,394.00",36.38,United States,Nyse Mkt Llc,USD,1.00,--
AMC,AMC ENTERTAINMENT HOLDINGS INC CLA,Communication,Equity,"123,589.54",0.00,"123,589.54","92,231.00",1.34,United States,NYSE,USD,1.00,--
GOOD,GLADSTONE COMMERCIAL REIT CORP,Real Estate,Equity,"124,798.80",0.00,"124,798.80","10,024.00",12.45,United States,NASDAQ,USD,1.00,--
MDXG,MIMEDX GROUP INC,Health Care,Equity,"121,402.90",0.00,"121,402.90","34,198.00",3.55,United States,NASDAQ,USD,1.00,--
EVH,EVOLENT HEALTH INC CLASS A,Health Care,Equity,"121,536.30",0.00,"121,536.30","29,643.00",4.10,United States,NYSE,USD,1.00,--
CYH,COMMUNITY HEALTH SYSTEMS INC,Health Care,Equity,"121,791.30",0.00,"121,791.30","41,997.00",2.90,United States,NYSE,USD,1.00,--
MATV,MATIV HOLDINGS INC,Materials,Equity,"121,829.71",0.00,"121,829.71","14,117.00",8.63,United States,NYSE,USD,1.00,--
PHAT,PHATHOM PHARMACEUTICALS INC,Health Care,Equity,"121,991.40",0.00,"121,991.40","9,348.00",13.05,United States,NASDAQ,USD,1.00,--
CAL,CALERES INC,Consumer Discretionary,Equity,"122,003.30",0.00,"122,003.30","10,942.00",11.15,United States,NYSE,USD,1.00,--
MOV,MOVADO GROUP INC,Consumer Discretionary,Equity,"122,516.20",0.00,"122,516.20","4,460.00",27.47,United States,NYSE,USD,1.00,--
BXC,BLUELINX HOLDINGS INC,Industrials,Equity,"122,641.29",0.00,"122,641.29","2,349.00",52.21,United States,NYSE,USD,1.00,--
DGICA,DONEGAL GROUP INC CLASS A,Financials,Equity,"122,768.28",0.00,"122,768.28","7,146.00",17.18,United States,NASDAQ,USD,1.00,--
MTW,MANITOWOC INC,Industrials,Equity,"119,840.22",0.00,"119,840.22","9,414.00",12.73,United States,NYSE,USD,1.00,--
RM,REGIONAL MANAGEMENT CORP,Financials,Equity,"120,998.72",0.00,"120,998.72","3,469.00",34.88,United States,NYSE,USD,1.00,--
DBI,DESIGNER BRANDS INC CLASS A,Consumer Discretionary,Equity,"121,038.84",0.00,"121,038.84","18,174.00",6.66,United States,NYSE,USD,1.00,--
PSIX,POWER SOLUTIONS INTERNATIONAL INC,Industrials,Equity,"117,250.70",0.00,"117,250.70","2,839.00",41.30,United States,NASDAQ,USD,1.00,--
ETD,ETHAN ALLEN INTERIORS INC,Consumer Discretionary,Equity,"117,277.42",0.00,"117,277.42","6,179.00",18.98,United States,NYSE,USD,1.00,--
IIIV,I3 VERTICALS INC CLASS A,Information Technology,Equity,"117,504.03",0.00,"117,504.03","6,287.00",18.69,United States,NASDAQ,USD,1.00,--
GRNT,GRANITE RIDGE RESOURCES INC,Energy,Equity,"117,853.96",0.00,"117,853.96","22,153.00",5.32,United States,NYSE,USD,1.00,--
TITN,TITAN MACHINERY INC,Industrials,Equity,"117,857.35",0.00,"117,857.35","5,849.00",20.15,United States,NASDAQ,USD,1.00,--
NVEC,NVE CORP,Information Technology,Equity,"117,863.52",0.00,"117,863.52","1,272.00",92.66,United States,NASDAQ,USD,1.00,--
OEC,ORION SA,Materials,Equity,"117,878.40",0.00,"117,878.40","16,372.00",7.20,United States,NYSE,USD,1.00,--
ROOT,ROOT INC CLASS A,Financials,Equity,"117,998.98",0.00,"117,998.98","2,087.00",56.54,United States,NASDAQ,USD,1.00,--
BMRC,BANK OF MARIN BANCORP,Financials,Equity,"118,010.88",0.00,"118,010.88","4,608.00",25.61,United States,NASDAQ,USD,1.00,--
UHAL,U HAUL HOLDING,Industrials,Equity,"118,065.59",0.00,"118,065.59","2,377.00",49.67,United States,NYSE,USD,1.00,--
TIPT,TIPTREE INC,Financials,Equity,"118,490.76",0.00,"118,490.76","7,003.00",16.92,United States,NASDAQ,USD,1.00,--
VTS,VITESSE ENERGY INC,Energy,Equity,"118,710.99",0.00,"118,710.99","6,519.00",18.21,United States,NYSE,USD,1.00,--
EBS,EMERGENT BIOSOLUTIONS INC,Health Care,Equity,"118,987.53",0.00,"118,987.53","14,493.00",8.21,United States,NYSE,USD,1.00,--
FMAO,FARMERS AND MERCHANTS BANCORP INC,Financials,Equity,"119,108.88",0.00,"119,108.88","4,456.00",26.73,United States,NASDAQ,USD,1.00,--
ANGO,ANGIODYNAMICS INC,Health Care,Equity,"115,340.71",0.00,"115,340.71","10,457.00",11.03,United States,NASDAQ,USD,1.00,--
SLDP,SOLID POWER INC CLASS A,Consumer Discretionary,Equity,"115,379.64",0.00,"115,379.64","38,718.00",2.98,United States,NASDAQ,USD,1.00,--
GRPN,GROUPON INC,Consumer Discretionary,Equity,"115,864.32",0.00,"115,864.32","6,752.00",17.16,United States,NASDAQ,USD,1.00,--
LXFR,LUXFER HOLDINGS PLC,Industrials,Equity,"116,361.60",0.00,"116,361.60","7,440.00",15.64,United States,NYSE,USD,1.00,--
RBB,RBB BANCORP,Financials,Equity,"116,633.25",0.00,"116,633.25","4,995.00",23.35,United States,NASDAQ,USD,1.00,--
GIC,GLOBAL INDUSTRIAL,Industrials,Equity,"116,998.77",0.00,"116,998.77","4,047.00",28.91,United States,NYSE,USD,1.00,--
ASAN,ASANA INC CLASS A,Information Technology,Equity,"117,117.98",0.00,"117,117.98","20,158.00",5.81,United States,NYSE,USD,1.00,--
VMD,VIEMED HEALTHCARE INC,Health Care,Equity,"113,310.60",0.00,"113,310.60","11,940.00",9.49,United States,NASDAQ,USD,1.00,--
OPK,OPKO HEALTH INC,Health Care,Equity,"113,428.70",0.00,"113,428.70","103,117.00",1.10,United States,NASDAQ,USD,1.00,--
FRPH,FRP HOLDINGS INC,Real Estate,Equity,"113,592.64",0.00,"113,592.64","5,168.00",21.98,United States,NASDAQ,USD,1.00,--
REPL,REPLIMUNE GROUP INC,Health Care,Equity,"113,774.54",0.00,"113,774.54","23,078.00",4.93,United States,NASDAQ,USD,1.00,--
CVGW,CALAVO GROWERS INC,Consumer Staples,Equity,"113,781.64",0.00,"113,781.64","4,244.00",26.81,United States,NASDAQ,USD,1.00,--
OFIX,ORTHOFIX MEDICAL INC,Health Care,Equity,"114,321.58",0.00,"114,321.58","9,302.00",12.29,United States,NASDAQ,USD,1.00,--
PHR,PHREESIA INC,Health Care,Equity,"114,764.22",0.00,"114,764.22","13,086.00",8.77,United States,NYSE,USD,1.00,--
RDVT,RED VIOLET INC,Information Technology,Equity,"114,927.48",0.00,"114,927.48","2,532.00",45.39,United States,NASDAQ,USD,1.00,--
WASH,WASHINGTON TRUST BANCORP INC,Financials,Equity,"114,985.28",0.00,"114,985.28","3,676.00",31.28,United States,NASDAQ,USD,1.00,--
ACCO,ACCO BRANDS CORP,Industrials,Equity,"111,512.24",0.00,"111,512.24","28,447.00",3.92,United States,NYSE,USD,1.00,--
BWMN,BOWMAN CONSULTING GROUP LTD,Industrials,Equity,"112,416.72",0.00,"112,416.72","3,419.00",32.88,United States,NASDAQ,USD,1.00,--
PACK,RANPAK HOLDINGS CORP CLASS A,Materials,Equity,"112,944.75",0.00,"112,944.75","18,365.00",6.15,United States,NYSE,USD,1.00,--
UTZ,UTZ BRANDS INC CLASS A,Consumer Staples,Equity,"113,227.30",0.00,"113,227.30","15,970.00",7.09,United States,NYSE,USD,1.00,--
BFS,SAUL CENTERS REIT INC,Real Estate,Equity,"109,782.90",0.00,"109,782.90","3,282.00",33.45,United States,NYSE,USD,1.00,--
FNLC,FIRST BANCORP INC,Financials,Equity,"110,225.58",0.00,"110,225.58","3,873.00",28.46,United States,NASDAQ,USD,1.00,--
PUBM,PUBMATIC INC CLASS A,Communication,Equity,"110,546.24",0.00,"110,546.24","11,612.00",9.52,United States,NASDAQ,USD,1.00,--
EVCM,EVERCOMMERCE INC,Information Technology,Equity,"110,576.59",0.00,"110,576.59","11,603.00",9.53,United States,NASDAQ,USD,1.00,--
DSGR,DISTRIBUTION SOLUTIONS GROUP INC,Industrials,Equity,"110,717.75",0.00,"110,717.75","4,075.00",27.17,United States,NASDAQ,USD,1.00,--
FDBC,FIDELITY D AND D BANCORP INC,Financials,Equity,"107,605.96",0.00,"107,605.96","2,387.00",45.08,United States,NASDAQ,USD,1.00,--
AMPL,AMPLITUDE INC CLASS A,Information Technology,Equity,"107,998.34",0.00,"107,998.34","17,618.00",6.13,United States,NASDAQ,USD,1.00,--
OLP,ONE LIBERTY PROPERTIES REIT INC,Real Estate,Equity,"108,086.58",0.00,"108,086.58","4,722.00",22.89,United States,NYSE,USD,1.00,--
FPI,FARMLAND PARTNERS INC,Real Estate,Equity,"108,509.40",0.00,"108,509.40","10,484.00",10.35,United States,NYSE,USD,1.00,--
PRTA,PROTHENA PLC,Health Care,Equity,"108,617.76",0.00,"108,617.76","11,016.00",9.86,United States,NASDAQ,USD,1.00,--
DFH,DREAM FINDERS HOMES INC CLASS A,Consumer Discretionary,Equity,"109,154.88",0.00,"109,154.88","8,032.00",13.59,United States,NYSE,USD,1.00,--
AEBI,AEBI SCHMIDT HOLDING AG,Industrials,Equity,"105,601.65",0.00,"105,601.65","9,471.00",11.15,United States,NASDAQ,USD,1.00,--
CRNC,CERENCE INC,Information Technology,Equity,"105,908.88",0.00,"105,908.88","10,164.00",10.42,United States,NASDAQ,USD,1.00,--
AIOT,POWERFLEET INC,Information Technology,Equity,"105,956.52",0.00,"105,956.52","32,502.00",3.26,United States,NASDAQ,USD,1.00,--
KREF,KKR REAL ESTATE FINANCE INC TRUST,Financials,Equity,"106,124.48",0.00,"106,124.48","16,352.00",6.49,United States,NYSE,USD,1.00,--
LXEO,LEXEO THERAPEUTICS INC,Health Care,Equity,"106,870.50",0.00,"106,870.50","19,431.00",5.50,United States,NASDAQ,USD,1.00,--
CMCL,CALEDONIA MINING PLC,Materials,Equity,"106,946.32",0.00,"106,946.32","4,471.00",23.92,Canada,Nyse Mkt Llc,USD,1.00,--
NIQ,NIQ GLOBAL INTELLIGENCE PLC,Communication,Equity,"107,100.20",0.00,"107,100.20","13,061.00",8.20,United States,NYSE,USD,1.00,--
CSTL,CASTLE BIOSCIENCES INC,Health Care,Equity,"103,877.76",0.00,"103,877.76","5,502.00",18.88,United States,NASDAQ,USD,1.00,--
DDD,3D SYSTEMS CORP,Industrials,Equity,"104,248.24",0.00,"104,248.24","31,783.00",3.28,United States,NYSE,USD,1.00,--
CMT,CORE MOLDING TECHNOLOGIES INC,Materials,Equity,"104,315.25",0.00,"104,315.25","4,225.00",24.69,United States,Nyse Mkt Llc,USD,1.00,--
CWH,CAMPING WORLD HOLDINGS INC CLASS A,Consumer Discretionary,Equity,"104,621.86",0.00,"104,621.86","15,251.00",6.86,United States,NYSE,USD,1.00,--
NGVC,NATURAL GROCERS BY VITAMIN COTTAGE,Consumer Staples,Equity,"104,704.08",0.00,"104,704.08","3,628.00",28.86,United States,NYSE,USD,1.00,--
MEI,METHODE ELECTRONICS INC,Information Technology,Equity,"104,822.24",0.00,"104,822.24","9,512.00",11.02,United States,NYSE,USD,1.00,--
GCO,GENESCO INC,Consumer Discretionary,Equity,"105,025.60",0.00,"105,025.60","3,280.00",32.02,United States,NYSE,USD,1.00,--
CMCO,COLUMBUS MCKINNON CORP,Industrials,Equity,"101,512.63",0.00,"101,512.63","6,763.00",15.01,United States,NASDAQ,USD,1.00,--
XPER,XPERI INC,Information Technology,Equity,"101,956.91",0.00,"101,956.91","12,697.00",8.03,United States,NYSE,USD,1.00,--
SB,SAFE BULKERS INC,Industrials,Equity,"102,402.63",0.00,"102,402.63","14,047.00",7.29,Monaco,NYSE,USD,1.00,--
BBNX,BETA BIONICS INC,Health Care,Equity,"102,515.60",0.00,"102,515.60","11,143.00",9.20,United States,NASDAQ,USD,1.00,--
UWMC,UWM HOLDINGS CORP CLASS A,Financials,Equity,"102,786.69",0.00,"102,786.69","33,923.00",3.03,United States,NYSE,USD,1.00,--
PLAY,DAVE AND BUSTERS ENTERTAINMENT INC,Consumer Discretionary,Equity,"99,537.90",0.00,"99,537.90","9,730.00",10.23,United States,NASDAQ,USD,1.00,--
CENT,CENTRAL GARDEN AND PET,Consumer Staples,Equity,"100,484.28",0.00,"100,484.28","2,652.00",37.89,United States,NASDAQ,USD,1.00,--
VREX,VAREX IMAGING CORP,Health Care,Equity,"100,711.02",0.00,"100,711.02","10,051.00",10.02,United States,NASDAQ,USD,1.00,--
CHCT,COMMUNITY HEALTHCARE TRUST INC,Real Estate,Equity,"100,874.48",0.00,"100,874.48","5,906.00",17.08,United States,NYSE,USD,1.00,--
LMNR,LIMONEIRA,Consumer Staples,Equity,"101,169.31",0.00,"101,169.31","7,601.00",13.31,United States,NASDAQ,USD,1.00,--
KELYA,KELLY SERVICES INC CLASS A,Industrials,Equity,"101,288.25",0.00,"101,288.25","10,325.00",9.81,United States,NASDAQ,USD,1.00,--
INBK,FIRST INTERNET BANCORP,Financials,Equity,"97,999.65",0.00,"97,999.65","4,109.00",23.85,United States,NASDAQ,USD,1.00,--
RHLD,RESOLUTE HOLDINGS MANAGEMENT INC,Industrials,Equity,"98,024.04",0.00,"98,024.04",918.00,106.78,United States,NYSE,USD,1.00,--
HVT,HAVERTY FURNITURE COMPANIES INC,Consumer Discretionary,Equity,"98,261.24",0.00,"98,261.24","4,697.00",20.92,United States,NYSE,USD,1.00,--
TBCH,TURTLE BEACH CORP,Information Technology,Equity,"98,407.35",0.00,"98,407.35","8,655.00",11.37,United States,NASDAQ,USD,1.00,--
HY,HYSTER YALE INC CLASS A,Industrials,Equity,"99,055.00",0.00,"99,055.00","2,750.00",36.02,United States,NYSE,USD,1.00,--
SSTK,SHUTTERSTOCK INC,Communication,Equity,"99,113.49",0.00,"99,113.49","6,183.00",16.03,United States,NYSE,USD,1.00,--
YORW,YORK WATER,Utilities,Equity,"99,155.73",0.00,"99,155.73","3,383.00",29.31,United States,NASDAQ,USD,1.00,--
AHRT,AH REALTY INC,Real Estate,Equity,"99,311.10",0.00,"99,311.10","15,162.00",6.55,United States,NYSE,USD,1.00,--
CTKB,CYTEK BIOSCIENCES INC,Health Care,Equity,"95,758.41",0.00,"95,758.41","28,542.00",3.36,United States,NASDAQ,USD,1.00,--
CERS,CERUS CORP,Health Care,Equity,"96,017.54",0.00,"96,017.54","38,254.00",2.51,United States,NASDAQ,USD,1.00,--
PLTK,PLAYTIKA HOLDING CORP,Communication,Equity,"96,290.55",0.00,"96,290.55","26,095.00",3.69,United States,NASDAQ,USD,1.00,--
PRTH,PRIORITY TECHNOLOGY HOLDINGS INC,Financials,Equity,"96,684.64",0.00,"96,684.64","16,168.00",5.98,United States,NASDAQ,USD,1.00,--
RPD,RAPID7 INC,Information Technology,Equity,"96,807.97",0.00,"96,807.97","15,539.00",6.23,United States,NASDAQ,USD,1.00,--
VNDA,VANDA PHARMACEUTICALS INC,Health Care,Equity,"97,172.73",0.00,"97,172.73","15,207.00",6.39,United States,NASDAQ,USD,1.00,--
APPS,DIGITAL TURBINE INC,Information Technology,Equity,"97,457.29",0.00,"97,457.29","23,149.00",4.21,United States,NASDAQ,USD,1.00,--
ASPN,ASPEN AEROGELS INC,Materials,Equity,"93,812.58",0.00,"93,812.58","16,119.00",5.82,United States,NYSE,USD,1.00,--
FC,FRANKLIN COVEY,Industrials,Equity,"93,829.19",0.00,"93,829.19","4,483.00",20.93,United States,NYSE,USD,1.00,--
ANIK,ANIKA THERAPEUTICS INC,Health Care,Equity,"94,371.68",0.00,"94,371.68","6,152.00",15.34,United States,NASDAQ,USD,1.00,--
ALIT,ALIGHT INC CLASS A,Industrials,Equity,"95,123.20",0.00,"95,123.20","118,904.00",0.80,United States,NYSE,USD,1.00,--
TG,TREDEGAR CORP,Materials,Equity,"95,273.50",0.00,"95,273.50","11,690.00",8.15,United States,NYSE,USD,1.00,--
YEXT,YEXT INC,Information Technology,Equity,"91,639.70",0.00,"91,639.70","25,814.00",3.55,United States,NYSE,USD,1.00,--
GTN,GRAY MEDIA INC,Communication,Equity,"91,794.21",0.00,"91,794.21","22,013.00",4.17,United States,NYSE,USD,1.00,--
LILA,LIBERTY LATIN AMERICA LTD CLASS A,Communication,Equity,"92,058.12",0.00,"92,058.12","12,177.00",7.56,United States,NASDAQ,USD,1.00,--
GRND,GRINDR INC,Communication,Equity,"92,241.00",0.00,"92,241.00","6,660.00",13.85,United States,NYSE,USD,1.00,--
MBI,MBIA INC,Financials,Equity,"92,759.49",0.00,"92,759.49","15,383.00",6.03,United States,NYSE,USD,1.00,--
RMNI,RIMINI STREET INC,Information Technology,Equity,"90,167.64",0.00,"90,167.64","25,836.00",3.49,United States,NASDAQ,USD,1.00,--
SCVL,SHOE CARNIVAL INC,Consumer Discretionary,Equity,"90,438.11",0.00,"90,438.11","5,663.00",15.97,United States,NASDAQ,USD,1.00,--
PSTL,POSTAL REALTY TRUST INC CLASS A,Real Estate,Equity,"90,850.00",0.00,"90,850.00","3,950.00",23.00,United States,NYSE,USD,1.00,--
CLNE,CLEAN ENERGY FUELS CORP,Energy,Equity,"87,815.85",0.00,"87,815.85","42,837.00",2.05,United States,NASDAQ,USD,1.00,--
TWI,TITAN INTERNATIONAL INC,Industrials,Equity,"88,902.06",0.00,"88,902.06","11,427.00",7.78,United States,NYSE,USD,1.00,--
NEWT,NEWTEKONE INC,Financials,Equity,"89,014.50",0.00,"89,014.50","6,795.00",13.10,United States,NASDAQ,USD,1.00,--
LAND,GLADSTONE LAND REIT CORP,Real Estate,Equity,"89,434.56",0.00,"89,434.56","9,474.00",9.44,United States,NASDAQ,USD,1.00,--
CZFS,CITIZENS FINANCIAL SERVICES INC,Financials,Equity,"89,475.10",0.00,"89,475.10","1,430.00",62.57,United States,NASDAQ,USD,1.00,--
ZBIO,ZENAS BIOPHARMA INC,Health Care,Equity,"89,604.90",0.00,"89,604.90","4,741.00",18.90,United States,NASDAQ,USD,1.00,--
WEST,WESTROCK COFFEE,Consumer Staples,Equity,"86,099.64",0.00,"86,099.64","10,299.00",8.36,United States,NASDAQ,USD,1.00,--
REFI,CHICAGO ATLANTIC REAL ESTATE FINAN,Financials,Equity,"86,473.48",0.00,"86,473.48","7,639.00",11.32,United States,NASDAQ,USD,1.00,--
BLND,BLEND LABS INC CLASS A,Information Technology,Equity,"87,068.21",0.00,"87,068.21","62,639.00",1.39,United States,NYSE,USD,1.00,--
FLGT,FULGENT GENETICS INC,Health Care,Equity,"87,118.39",0.00,"87,118.39","5,381.00",16.19,United States,NASDAQ,USD,1.00,--
WNC,WABASH NATIONAL CORP,Industrials,Equity,"87,407.20",0.00,"87,407.20","12,854.00",6.80,United States,NYSE,USD,1.00,--
PACB,PACIFIC BIOSCIENCES OF CALIFORNIA,Health Care,Equity,"83,949.80",0.00,"83,949.80","69,380.00",1.21,United States,NASDAQ,USD,1.00,--
SPT,SPROUT SOCIAL INC CLASS A,Information Technology,Equity,"83,982.00",0.00,"83,982.00","13,997.00",6.00,United States,NASDAQ,USD,1.00,--
ATNI,ATN INTERNATIONAL INC,Communication,Equity,"84,136.71",0.00,"84,136.71","3,133.00",26.86,United States,NASDAQ,USD,1.00,--
MYGN,MYRIAD GENETICS INC,Health Care,Equity,"84,259.12",0.00,"84,259.12","23,276.00",3.62,United States,NASDAQ,USD,1.00,--
UPB,UPSTREAM BIO INC,Health Care,Equity,"84,638.91",0.00,"84,638.91","9,629.00",8.79,United States,NASDAQ,USD,1.00,--
RPC,RIDGEPOST CAPITAL INC CLASS A,Financials,Equity,"85,532.28",0.00,"85,532.28","10,039.00",8.52,United States,NYSE,USD,1.00,--
